Bedrooms,Bathrooms,Size_sqft,Parking_space,Condition,Year,Price_INR
5,1,2006,1,5,2011,17861334
2,3,2543,1,2,1982,21698750
1,4,1879,1,5,2015,23719998
6,4,4118,1,5,2014,45163578
3,3,4376,1,2,1986,21578391
3,3,3316,1,4,1997,19217082
1,3,3786,1,2,1981,20643530
5,2,1503,0,2,2004,9361204
1,5,1806,0,2,2019,11406752
2,2,2288,0,2,1986,19118289
1,2,533,0,2,2022,5583849
3,4,678,1,3,1999,4469062
1,1,703,0,2,1987,5619848
5,3,3888,1,2,2014,45744457
6,4,480,1,1,1991,1900800
4,1,468,0,2,1988,4806453
1,5,3676,1,4,2004,36048604
5,2,3754,0,3,2008,43080352
5,5,4425,1,4,1982,19958301
6,3,4577,1,1,1998,35159737
3,2,2280,0,4,2003,24452029
5,2,3816,0,5,2001,30947445
5,5,4096,1,2,2015,37083583
5,5,2040,1,3,1982,18882741
5,5,3261,1,2,1998,15938073
2,1,1034,0,5,1992,3758483
2,2,1847,0,2,2022,11854261
3,2,3601,0,1,1991,22978333
1,4,2531,0,3,2016,27655555
5,1,944,1,5,1983,7529679
6,2,3194,0,5,1985,24854644
1,2,534,0,1,1997,4672665
6,4,623,0,3,2001,6898378
1,2,2805,0,3,1985,23478861
3,3,4247,0,1,2013,31216764
5,2,1564,0,4,2002,20216277
5,4,1911,0,1,2021,15486709
4,5,2296,1,1,1991,22865835
6,1,794,1,4,2004,9225655
1,5,1835,0,2,1985,8845409
1,3,3699,0,4,2000,24189131
2,1,4826,0,1,2011,22384029
4,2,4498,0,3,2020,59425662
2,2,592,1,4,2019,5349878
2,5,2622,0,3,1998,27252914
2,4,604,1,2,1981,2009163
6,5,4055,1,3,1999,23371650
6,4,3645,0,3,1993,26712826
3,1,2665,1,4,1986,10616776
3,3,3913,0,1,2007,31405069
2,2,896,1,3,2010,8979310
4,5,4209,1,1,2002,35716023
1,4,3482,0,3,2012,37958633
6,5,1473,1,2,2016,21658416
4,1,4893,0,2,1982,16781353
5,3,3685,0,1,2009,31466781
6,5,929,0,2,2004,4340347
6,5,4204,0,4,2018,29920834
3,2,1691,1,5,1999,7557235
1,4,740,0,2,2001,6798485
1,4,4802,0,3,1989,38642942
5,2,2166,1,3,2017,15557454
5,2,2859,0,3,2017,20760280
6,3,583,0,2,1992,5271692
2,1,2390,0,4,1988,14059975
3,4,1888,0,5,2023,27590114
3,2,4119,0,4,1991,34084952
6,4,899,1,5,1987,4718396
4,1,3150,1,1,1998,29505251
2,2,4127,0,3,2020,40235981
6,1,4212,1,2,2009,37145727
2,3,4749,0,5,2015,27481899
2,3,2886,0,1,2006,16755208
2,3,3437,1,4,1990,18373487
6,1,2968,0,2,1988,29433985
3,2,1324,0,3,2016,10896281
3,5,1808,1,5,1989,12206766
2,1,4867,0,2,2022,57616271
4,5,1310,0,1,2003,7923560
1,1,1212,1,5,2012,8906331
6,2,2686,1,3,2023,26101944
1,4,4175,0,1,2019,51387075
4,4,4540,0,1,1996,34066329
6,2,3866,0,2,2019,42003075
2,2,2374,1,4,1996,10517639
3,5,3800,1,3,2016,31022330
1,4,4486,0,1,1984,21148576
5,3,475,0,4,1989,2844977
5,3,3119,1,5,2020,26584011
4,3,4509,0,1,2017,34923471
2,5,3599,0,4,1997,27453614
1,1,1172,1,3,1993,6382994
2,4,1389,0,1,1993,6001342
1,5,4373,0,5,1983,24754850
4,2,4469,1,4,2019,31181239
4,3,2581,0,1,1987,9633418
5,1,1118,0,4,2010,11424030
2,4,2604,1,1,2020,17334076
6,5,1650,1,3,1981,13302433
5,4,3021,0,5,1982,32201793
2,2,4786,1,2,2022,50778003
5,3,1452,0,3,2008,18223115
6,1,1838,1,1,2013,12494862
3,3,3818,1,1,2000,34933024
3,4,821,0,2,2005,8949646
3,2,987,1,2,2001,5503705
3,5,2351,1,1,1997,19265377
1,5,3454,0,5,2004,25637122
3,1,681,0,5,1991,4219074
6,2,4248,0,3,1986,18694978
4,1,2206,0,5,1984,9307884
4,4,1047,1,2,1993,11550305
1,5,1248,0,2,2020,10968091
3,1,3869,0,5,2010,48685959
3,4,3621,0,4,2017,41959543
3,1,4266,0,2,2000,36527136
5,3,3959,0,4,2006,17848641
2,2,2791,1,3,2012,15869643
5,4,2733,1,4,1985,20380043
2,2,3136,0,4,2013,28523743
3,5,3838,1,4,2004,18960605
3,3,2451,1,3,1980,15115135
5,1,1624,0,4,2011,14303256
5,3,3774,0,3,2018,34047830
2,2,4269,1,2,2005,19974663
4,4,1042,0,2,2024,12337764
2,5,490,0,5,2022,6355075
5,4,3086,1,2,1987,14061147
6,2,4210,1,3,1994,37434714
5,5,3957,0,4,2023,27087314
6,3,3395,0,1,2015,44899982
1,5,4409,1,5,1993,45473829
5,3,2902,1,1,1984,12476194
1,4,1399,0,4,2023,9017349
4,1,1287,1,5,1994,14311207
2,3,3802,1,3,1997,13704930
6,1,1009,1,5,2003,13686872
2,5,1701,1,3,1996,6306982
1,4,4343,1,2,2010,41776280
6,5,3599,0,1,2021,20183765
2,2,2112,0,3,1987,10026000
5,5,2298,0,5,2016,12424488
3,2,2293,0,2,1984,19424151
1,3,2709,1,5,2005,15901529
2,4,3740,0,5,1983,29952585
1,2,3210,1,5,2006,34351252
1,5,1603,1,2,2001,13992625
6,1,584,1,4,2000,3525053
6,4,3340,1,3,2013,32278851
3,3,1909,0,3,2009,11282964
5,3,2735,0,5,2006,18770558
1,1,1213,1,1,2014,10786903
2,5,4170,0,3,2018,37349596
4,5,3896,1,1,2021,24731396
1,3,3056,1,1,2015,37421974
1,4,2822,0,4,1983,27385539
3,4,1745,1,1,1985,10037563
5,2,3870,0,4,2015,40615224
4,1,3321,0,1,2019,23572895
6,2,2889,1,1,1992,19844417
6,3,4780,0,3,2001,28268534
2,5,1712,1,2,1998,6575737
4,2,1466,0,3,2008,7922027
6,2,2428,0,4,2016,25250842
2,3,3244,0,1,2018,20234512
5,4,1802,1,4,1988,9819028
2,1,4125,0,3,2024,51815434
6,5,2285,1,2,2003,14553675
3,2,3296,0,3,2018,42134685
3,5,3059,1,4,2009,32076741
3,4,3281,0,3,1981,30793721
6,4,1516,0,3,1987,12400509
3,2,4665,1,2,1991,42394282
4,5,3420,1,5,2010,43087468
5,3,1151,1,5,2015,12672292
2,4,1120,0,2,2012,14206020
2,5,4103,1,3,2007,38854476
6,3,2576,0,2,2018,22627829
3,1,2136,1,4,1985,14767976
3,3,707,1,5,1993,7318679
1,5,415,1,5,2011,1916427
5,5,3037,1,5,2017,31647141
4,3,2298,1,1,2017,31117694
2,1,998,1,1,1982,6840036
1,2,2352,0,2,2023,24460314
1,1,2725,0,3,2011,12599250
6,4,662,1,3,1988,5630629
2,5,3200,1,1,2006,30798664
6,5,2375,0,3,2017,35133968
4,1,2909,1,1,2002,18806534
1,1,2899,1,5,1996,12372153
1,3,2240,1,5,2004,19389609
5,5,4748,1,5,2005,29458066
4,1,4330,0,3,2022,45069248
1,3,3516,0,1,1982,13399247
4,2,1648,0,2,1997,19115367
2,3,3281,0,3,2012,38895032
3,4,1182,1,5,1993,6960464
1,4,4504,1,4,1988,35080510
5,4,4583,0,3,2011,34758652
2,5,1074,0,2,1986,6377110
4,1,4810,1,2,2015,47101719
6,2,4633,1,2,2004,49976974
2,2,2783,0,2,1993,15002379
1,5,2571,1,1,2022,12282038
4,1,3559,0,4,2005,24984694
3,5,3171,1,2,2002,15729556
2,3,1580,1,3,2019,7007793
1,5,3755,0,2,1980,30120489
5,4,3563,0,4,2008,29717106
6,5,663,0,2,1983,2900617
4,1,1566,1,3,1994,17529545
2,1,878,1,2,1985,8340486
2,3,776,0,5,2015,4402844
3,1,3256,0,4,1992,13595865
3,5,956,0,1,1981,3220364
5,4,1879,0,4,2011,10306978
6,4,3994,0,4,1998,40524744
5,5,2883,1,2,2014,30298793
1,2,2478,0,3,2007,13901556
1,4,2290,0,2,1991,18252665
5,1,2635,0,4,1985,15297546
6,3,797,0,1,1989,4733441
5,3,4332,0,3,2006,52475079
6,3,2469,0,1,2007,16913139
6,3,4208,0,2,1985,38623163
4,3,1328,0,5,2003,13104304
6,3,4029,1,1,2010,42737506
3,4,4792,1,4,1993,46485258
6,3,4005,0,3,1993,18036743
6,5,1792,1,5,1983,14136696
6,3,4810,1,1,1984,27633406
1,3,2315,0,4,1994,19560557
3,5,1847,0,1,2004,9495075
3,3,1405,1,5,1988,9883863
5,5,970,1,3,1989,11167133
4,4,3576,1,5,2004,22369272
6,4,3678,0,5,2017,47197792
2,1,569,1,1,1996,3345337
4,3,900,1,2,2005,5272114
4,2,4915,0,2,2021,69697249
3,2,1906,0,5,2010,8779142
4,3,1317,0,5,1986,12818228
6,3,3262,0,4,1995,30164382
6,2,4246,0,4,1986,18393493
1,3,4352,0,3,1994,41693235
6,2,1482,1,5,2019,19877480
6,1,2699,0,1,1995,17124763
3,5,3735,0,3,2007,46024061
6,4,1200,0,3,1986,8774932
1,3,812,0,5,2015,8266473
2,3,4719,0,5,2018,58340718
3,5,3440,1,5,2017,22008317
2,5,1198,1,5,1998,12168140
3,2,1635,0,3,1996,7157771
5,2,1305,1,2,2013,12429489
4,5,4855,0,4,2009,60667712
5,3,3413,0,3,2023,19301255
6,2,521,0,3,2013,4915842
2,4,4925,1,3,1982,24623734
6,3,915,0,3,2011,5812281
4,4,2705,1,3,2007,33101002
3,3,4340,1,4,1996,41679886
4,1,2478,1,4,2015,31697712
1,4,805,0,1,2021,6638944
4,3,1002,0,5,2002,11242992
1,4,2348,0,2,2009,20825059
4,5,864,1,5,1985,7011097
1,3,3064,1,2,2000,25351416
2,2,1204,0,5,1995,9124410
6,4,3310,0,2,2017,49148276
6,1,2152,0,4,1998,11823492
5,1,1108,0,2,2013,8876383
6,2,2531,1,5,1980,17686280
3,2,1413,1,2,1982,5382475
4,4,3857,1,3,1994,39378795
5,3,791,1,1,2018,6933479
3,3,2989,0,3,2005,13183462
3,1,4538,0,2,2018,32366811
1,2,1183,0,1,1994,10888080
6,5,4292,1,3,2010,24357735
2,4,3302,0,1,2019,20311806
2,4,4542,0,2,2015,43521174
5,1,1415,1,4,2003,11725933
2,4,1625,1,1,2023,9683635
4,2,2950,1,2,1997,22898861
2,3,4298,0,5,2021,51322794
5,4,2102,1,5,1996,22443297
2,4,1768,0,4,1989,6286960
4,1,3837,0,2,1983,25993603
1,4,4412,0,1,2022,31943543
5,3,2973,1,3,1982,30597664
1,1,4496,1,1,2017,43384927
1,4,3931,0,2,2021,38356028
1,5,4044,0,2,2006,22380155
3,5,3069,1,5,2008,31372373
6,5,831,1,4,1986,6463629
3,1,1597,0,3,1996,17114805
6,4,4637,0,4,2008,49152332
1,1,661,1,3,1988,5374591
5,2,4749,0,1,1989,51921574
6,1,1488,1,3,2003,18812395
4,1,1779,0,2,1996,6595903
4,1,2246,1,5,1983,15453248
2,2,2340,0,3,1999,15919346
6,3,439,1,5,2009,6346977
5,4,1556,1,1,1990,16580406
3,4,3060,1,4,1992,33134517
1,3,796,1,4,2008,7856540
2,2,2871,0,1,1999,22969443
4,5,608,0,1,2001,4511419
3,3,3509,1,4,2017,39066783
3,2,2108,1,4,1985,12210959
1,4,3909,0,1,1988,18026722
6,5,3970,0,2,1989,47176883
4,1,2546,0,1,2014,26545263
5,2,1220,1,2,2023,6538145
3,2,1561,1,3,2007,13796970
1,4,3528,0,3,1991,17542617
5,2,2640,1,4,1986,17451597
6,1,3394,0,5,2020,32475822
4,3,3690,0,3,1994,29802815
6,3,4702,0,4,1981,28051063
3,4,3591,1,2,2016,32729999
5,1,1576,1,2,1982,12761665
5,3,1898,0,3,2007,11026971
5,3,815,1,3,1989,6369865
3,3,1538,1,4,2022,17882425
3,1,1914,0,2,1982,8628736
6,3,3633,1,4,2006,35316438
2,5,1860,0,4,1996,20603888
6,4,3077,1,1,2020,47854188
4,5,495,1,4,2001,4559181
1,1,1165,0,3,2002,9683776
5,2,4668,1,2,2007,42342844
2,4,4677,0,4,1986,46052490
1,2,3898,0,1,1981,33134336
2,4,1592,1,1,1996,15707462
6,4,4915,1,2,2021,74852600
3,5,2317,1,3,2005,27275866
5,3,3828,0,1,1992,25401570
6,1,2782,0,2,2013,13821158
1,3,3745,0,5,1992,21472553
1,2,606,0,3,1989,2208628
1,3,1920,0,3,2014,19719313
1,4,1255,0,1,2021,5804579
1,2,2513,0,1,2012,23192757
2,1,3359,0,1,2022,36379709
6,3,3360,1,2,1987,39323549
5,4,4603,1,2,2009,37722591
3,1,2723,1,4,2011,30462196
3,2,2058,0,2,1991,16044949
6,5,3467,1,5,2015,17390795
6,4,3733,0,4,2002,51674756
3,3,2980,0,2,2003,19971139
3,1,4972,0,1,1996,41916556
2,3,1862,0,4,1992,19958804
4,3,2086,0,4,1980,7718247
5,5,4080,1,5,2002,31018809
1,3,602,1,1,2009,3775388
4,4,2006,0,1,2005,11536215
6,2,1842,0,5,1980,17968892
3,5,2875,0,4,1996,21927459
4,5,3691,1,1,1997,40429598
5,2,3165,0,4,2019,15139093
6,4,2862,1,5,1980,15321901
1,3,2497,0,5,2003,14432158
1,2,4444,0,1,2008,31661518
5,5,1869,1,1,2007,8622365
5,5,1242,0,4,1991,15081600
3,3,4632,1,1,1997,36765975
1,2,1996,0,2,1997,9397861
6,4,2905,1,3,1990,21809309
4,2,654,0,4,2002,6318234
6,5,4202,0,2,2009,55727046
2,5,2828,1,3,2017,33932844
2,5,1260,1,1,1981,4334207
5,5,2846,1,5,1997,36705116
3,5,4472,0,4,1995,20147638
2,5,435,0,2,1998,1766285
1,4,1224,1,3,2003,10984006
6,4,987,0,5,2003,11802184
6,5,3305,1,2,1999,22553233
5,4,1331,0,2,1997,14842766
4,1,2325,1,1,2020,10635344
5,2,2606,1,2,1995,25806078
4,3,834,0,3,1994,7374615
5,5,3409,1,1,2011,34931684
5,4,1463,0,3,1990,12077328
5,2,3534,0,3,2003,42014345
4,1,1672,0,1,1996,6406685
4,1,768,0,4,2005,4842165
5,4,631,0,5,1988,6573707
2,5,3881,0,5,2016,52962123
3,1,2235,1,1,2012,22891756
3,1,3170,0,3,2007,38719583
3,1,1145,1,3,1988,10390925
4,4,4060,0,5,2021,39125271
4,1,4512,1,1,1998,46283373
2,3,4662,0,1,1986,36560492
3,4,856,0,4,1982,4393875
3,4,4352,1,2,1984,42914355
5,5,2476,0,2,2010,27366073
4,2,662,1,4,1981,6110316
3,5,2196,1,2,2007,19270572
6,2,1179,1,1,2024,12822270
2,3,3223,0,5,2019,40357704
6,3,4191,1,2,1999,47677266
6,1,4978,0,3,1994,52773471
2,3,2925,0,4,2001,33503846
6,3,3357,0,3,2024,41988826
3,4,1032,0,5,2011,10984144
4,4,2372,1,4,2018,15293720
2,2,1283,1,2,2003,10222098
5,3,3802,1,3,1997,41109252
6,2,4677,0,5,1984,17477281
2,3,3533,1,4,2014,19825237
1,3,3811,1,5,2024,46924714
1,1,1297,1,4,2016,9387456
4,3,505,0,3,1992,5883186
3,3,1291,1,2,2021,12849316
4,5,1636,1,1,1991,18670960
4,3,4212,0,3,1995,17998414
4,4,1557,0,3,1982,15508522
4,5,1515,1,4,1985,12876194
5,1,4087,0,5,1998,34689815
5,3,611,1,4,1995,4919066
2,3,2609,1,1,2018,14244384
1,3,4756,1,2,2010,52459706
4,2,1604,1,3,1980,7457328
2,2,2288,0,1,1985,9621472
1,4,4105,0,2,2002,45961889
6,5,3987,0,5,1993,27042144
3,4,1046,1,2,2019,12855409
5,4,2400,0,3,2009,27136898
6,2,1813,1,3,2018,16007869
1,3,4248,0,5,1995,36174159
6,2,3128,1,1,2022,38328132
3,2,4276,0,1,2006,33793133
1,3,4318,1,1,2015,33431077
6,4,3673,0,2,2022,33970144
5,5,1724,1,5,2022,16399457
5,2,4759,1,3,1983,34969118
2,5,3027,1,5,1984,31840334
6,4,2366,1,5,2003,33543048
4,5,4245,1,1,2018,38753793
6,3,2222,1,4,2020,12285320
1,4,3919,1,1,1980,17239334
1,1,483,0,4,2004,4493465
6,1,2334,0,1,1998,9412956
3,5,4600,1,3,1984,37121424
5,4,1812,1,1,1994,19843174
1,4,1677,0,4,2016,11034410
5,3,3517,0,1,2000,31879080
1,5,2162,0,5,1999,9034784
2,4,3031,1,4,2003,24354604
4,4,4438,1,5,1992,27715375
1,5,3655,0,2,1991,22780099
5,4,1621,1,2,2011,21155456
2,4,1853,0,4,1991,20397681
1,4,2138,0,4,2006,24230859
3,4,3831,1,1,2013,25035371
4,4,440,1,5,1992,2987066
1,1,1390,1,4,1988,8874261
2,4,1168,1,5,1991,6380725
3,4,3660,0,1,2019,40623600
6,4,1471,1,3,1994,18449039
2,5,3691,0,1,2021,44632296
2,2,3882,0,1,1994,21485400
3,4,2696,0,3,2004,23084212
2,5,1839,0,2,2008,12725770
3,1,538,0,2,2006,2975765
1,2,3045,1,2,1994,12091343
3,5,4006,1,4,2017,25339463
3,5,3687,0,2,1989,17087155
4,3,880,1,4,1986,3894934
3,4,3702,0,5,2015,19538889
3,1,1661,0,1,2024,17598300
6,2,1583,1,4,1988,17519112
1,2,1046,1,1,2022,6663865
4,1,2698,1,1,2001,30356899
6,5,3056,0,5,1996,19777817
5,5,2747,1,1,2018,22189636
1,2,1534,0,2,2008,13270123
1,3,3572,1,1,1982,25190054
5,5,780,1,3,2007,8525022
3,1,2845,1,1,2015,35512917
6,1,3550,1,5,2000,25237580
2,4,3582,0,1,2008,26798805
4,1,1637,0,3,2002,16713261
2,3,3918,0,4,1986,16751799
5,3,2171,0,4,1992,15695851
1,5,3402,1,4,1993,23328655
1,2,4188,1,1,2013,22027289
4,1,4184,1,2,2023,37274375
1,3,4686,1,4,1995,19160895
1,1,1507,0,2,1989,9760285
4,5,412,1,1,2019,4473010
6,4,1431,0,4,2008,15834400
6,1,1567,0,2,2002,10633407
4,1,3796,1,4,1989,16256287
5,4,1433,1,5,1991,17579510
1,1,2022,1,1,2007,18797939
1,4,950,0,5,1992,9494825
5,5,3218,0,1,2011,46467026
6,4,2072,0,4,2014,15418885
3,3,410,1,1,1988,2960857
3,4,4576,0,4,1996,50462604
3,2,2064,1,4,1999,8680029
6,4,2591,1,5,2001,25889876
6,3,2716,0,1,2023,17606326
5,4,1741,0,3,1993,20187421
1,2,797,0,4,2018,3750742
5,5,1110,1,2,1997,12885380
5,1,2990,1,1,1997,30555355
6,2,1392,1,2,2010,15168309
3,2,4191,0,1,1990,27011766
2,2,4675,0,5,2024,24053909
1,3,4278,1,5,2017,34380227
6,1,947,1,1,2016,5388790
3,3,2646,1,5,1999,20584308
2,2,925,1,3,2003,7828774
2,1,2891,1,1,2017,27647992
6,4,1589,0,4,2002,16723813
4,5,608,0,2,2021,3126025
1,5,1251,1,2,2007,13390332
2,4,551,1,5,2005,6379215
6,5,1243,1,3,2005,14530135
6,1,1821,0,5,1982,8772752
3,2,1959,1,4,1985,8564793
4,3,2925,1,1,1991,33342127
1,3,2719,0,1,2020,32503842
5,4,3337,0,4,2022,26278401
3,3,1126,0,4,2014,10802735
2,2,3464,1,4,2002,29043818
2,3,848,1,5,1989,6887108
3,4,2123,0,1,1997,8108315
6,5,2524,0,4,2023,22826733
2,5,972,1,3,2018,11188066
4,2,1629,0,5,2024,11052492
1,5,1393,1,1,1981,6659085
4,2,833,0,5,1983,8724247
2,2,3480,1,3,1986,26421187
5,3,3732,1,4,2021,52660358
1,4,4023,0,2,1980,14847513
1,3,1729,1,4,2018,8492215
3,1,4211,1,2,2014,20427818
3,3,852,1,5,2011,4299996
5,4,4809,1,3,2001,29633093
6,4,4805,1,1,2023,67884456
1,2,401,1,1,1991,1502145
5,5,3007,0,1,1989,14116412
3,5,2685,0,1,2012,23331937
3,3,1846,0,3,1984,18698704
1,4,4455,0,4,2012,24321224
4,4,2513,1,2,2002,14490719
2,2,1188,0,5,2016,11799849
3,1,1632,1,3,2013,7587793
6,2,2432,0,4,2017,29638266
6,2,2621,1,3,2003,24812810
3,5,4398,1,3,1996,31892453
4,5,3571,0,1,1998,34945170
4,1,873,0,1,1989,7771682
5,1,1578,0,4,1980,11559102
6,3,2752,1,4,1993,21754146
5,2,3614,0,2,1994,22822924
6,4,2362,1,5,2010,19522538
2,5,1148,0,1,1992,10097212
2,2,2749,1,5,2020,34550180
1,1,3967,1,3,2010,27484600
5,3,2643,0,2,1984,17275128
3,3,985,0,1,1998,7542656
5,3,4670,1,5,2014,45111245
3,4,1263,0,1,2022,14713440
4,5,3378,0,5,2016,34138665
5,1,3619,0,1,1995,18769912
4,3,1955,1,5,1983,16070551
2,4,3050,0,3,2017,40664478
2,1,4400,1,1,1988,25846590
1,2,4078,1,1,2023,32289271
5,1,545,0,4,1987,3484232
4,3,1363,1,4,2018,13087238
3,2,2925,1,5,2005,36608137
2,2,2319,1,5,2024,19353907
2,4,1638,0,2,2017,16075057
3,2,2804,0,3,2024,19940430
4,5,4718,0,3,1991,51612248
4,5,2587,1,2,1980,24977460
5,5,3765,1,2,2021,37206752
5,2,3910,1,3,1989,26711626
6,3,1284,0,2,1996,9774782
6,4,2742,1,1,1999,19076915
1,1,703,1,2,1990,4021828
2,4,952,1,3,2001,4886502
5,5,3911,0,4,2008,48506025
4,3,504,0,2,2012,6491723
3,4,2987,0,2,2018,32814422
4,4,2235,0,1,2023,28405803
2,2,468,1,5,1980,2064759
6,3,4988,0,2,2021,76990674
4,5,4427,1,2,1995,23667676
1,1,3612,0,3,1998,29275345
2,3,4081,0,1,2018,36864800
6,2,3640,1,2,1980,28008453
3,5,2628,0,2,2021,27573026
6,1,4231,1,3,2003,48694249
1,5,4837,1,5,1998,52343373
2,5,2488,1,2,1981,14555353
3,3,3739,0,4,2015,34338844
1,4,960,0,1,2001,10777237
6,1,4653,0,5,2023,71107944
1,3,1375,0,3,2007,6573208
2,3,1868,0,1,1981,8539224
5,1,4419,1,5,2021,45643399
1,1,4439,1,5,2001,39137897
1,5,3201,1,4,2002,24358696
6,2,2424,0,2,2009,13204152
6,1,4464,1,2,1987,44642559
3,4,2738,1,2,1991,9851033
6,3,4586,0,1,2011,55186211
4,5,1414,1,3,2005,17619728
2,4,3167,0,3,2003,30592314
2,5,4711,0,3,2020,39997369
5,5,635,0,2,2004,5461699
5,1,3925,1,4,1998,31532911
2,2,1193,1,1,2000,12767010
5,4,1412,1,2,2008,12553363
3,1,2926,0,2,2017,32610232
6,4,1332,1,5,1987,6120762
2,1,3063,1,2,1990,10150440
5,2,1371,1,4,2020,17186465
2,1,4801,1,2,2016,29297267
4,3,1963,1,5,1989,8420767
1,1,1160,1,2,2000,7793763
6,2,848,1,4,2022,11712049
2,3,4344,0,2,2021,32621482
1,3,3746,0,3,1985,30644578
5,3,2885,1,2,1981,26407480
1,4,4569,1,1,2023,43504233
6,1,1458,0,1,1991,17075802
2,4,3711,0,1,1982,36332729
4,2,4275,1,5,2004,33936035
5,4,3990,1,1,1993,37807322
2,3,4540,0,5,2012,49099434
6,2,3632,1,5,2017,47244699
5,4,3077,0,3,2013,33454940
3,5,2936,0,1,2017,22982224
1,2,2035,1,4,2001,16050863
6,5,2854,1,5,2001,34649067
3,5,1455,1,5,2002,12993086
2,3,2909,1,1,2008,27368523
4,3,807,1,3,2015,11128165
5,3,4521,1,5,2014,59438680
1,4,651,1,1,2013,6769602
5,5,4835,1,4,2015,54559341
2,3,1235,0,2,1992,4139883
5,5,4332,0,5,1986,49406464
1,1,4380,1,1,1998,42176299
2,4,1390,1,5,2007,11987756
5,3,2253,1,2,2021,33340395
4,2,4238,0,1,1980,38132832
6,5,4155,1,4,2015,38178067
2,4,561,1,3,2017,4313419
6,4,4879,0,3,1980,38615036
2,5,3041,1,1,2002,17318879
4,2,2142,1,1,1981,15814073
6,5,2093,0,5,2009,30250396
3,3,3886,0,3,1986,16322678
1,5,3483,1,3,2012,14624931
3,3,1984,0,4,1992,9811606
5,3,1423,1,3,1983,15033354
4,4,3580,1,4,2015,38383633
3,4,4616,0,5,1989,49223249
2,5,615,1,5,1985,5645541
5,3,3870,0,5,2020,23830955
5,4,2423,1,4,1983,27119758
3,1,648,0,5,1993,2443550
3,4,498,0,3,2021,6652445
4,5,931,1,1,2012,5276475
1,3,2569,1,2,2012,11125265
3,3,2046,1,1,2020,17551569
3,5,2845,1,5,2012,30905433
6,5,2680,0,4,2014,14836950
2,1,2219,0,1,2021,19029779
6,1,2096,1,2,2010,15971935
6,3,1056,1,2,1995,7892600
5,5,3133,0,5,1984,23003659
1,4,1426,1,3,2015,8893498
2,4,3041,1,3,1982,13813379
4,1,3659,1,4,1992,35203523
4,2,4482,0,4,2018,41182474
3,1,4396,1,5,2017,41992034
3,1,3901,1,1,2007,22234988
4,2,4039,1,3,1989,18824577
3,2,2167,1,4,2000,11085967
1,4,4202,1,1,2017,23068250
6,2,4844,0,3,1995,21430967
3,4,2576,0,2,1983,13347950
5,3,2875,0,5,2010,13126610
3,1,3286,1,4,2015,17792463
2,2,1745,0,4,1986,16597079
1,4,400,0,3,2006,1950115
2,1,3658,1,1,2006,35885518
2,5,4528,1,3,2021,47062100
5,5,2136,1,2,1999,19202113
1,4,2426,1,4,1994,14137774
1,4,4392,1,5,2024,22474070
1,5,1350,0,1,1989,9792680
1,3,4270,1,3,1997,42070807
1,3,1054,1,1,2001,6500913
5,4,4524,0,4,1999,31082697
3,5,2934,1,3,2004,21215204
2,4,2829,1,5,2010,31807022
1,2,1063,0,4,2011,10013096
3,4,2757,1,2,1982,12250818
3,3,2124,0,5,2011,16071078
2,2,1263,0,2,2015,13692340
5,2,1502,1,1,1992,11186902
4,4,640,0,3,1986,4880676
4,4,1230,0,5,1995,13878809
3,3,1632,0,1,2009,12865243
6,2,1312,1,4,2000,8649820
6,4,4963,1,3,2009,72571339
2,2,3538,1,3,2014,37248511
4,1,444,1,4,1982,2001645
3,4,858,1,4,1983,3807667
5,3,4499,0,3,1983,46078685
4,5,2876,1,3,2000,26592421
3,3,913,1,3,2000,9924044
3,1,2680,1,3,2003,22065514
1,3,4791,0,3,2014,40405227
5,5,3128,1,1,2024,44357707
1,3,4015,1,1,2007,15124981
2,1,2418,1,5,2002,26926257
1,2,4042,0,2,1989,25840908
1,1,2432,0,5,2012,16881127
4,1,2273,1,2,1993,16591836
6,3,2897,1,4,2024,46358843
3,4,3808,1,1,2024,38682388
5,1,2878,0,5,1987,22084804
1,4,580,0,2,2015,5458741
5,1,3932,0,5,2011,32572492
6,3,1401,0,5,2018,10623535
6,3,3329,1,3,2015,34938002
1,5,494,1,2,1987,4183151
2,4,3183,0,2,1995,12184506
1,5,4242,1,3,2007,26358196
4,5,4240,1,4,2008,25755408
3,2,3999,1,2,1991,30889767
2,1,1112,0,2,1998,6173349
1,4,3487,0,3,1987,28920265
5,3,1928,1,4,2008,23906619
2,3,3089,0,1,2004,22041046
2,2,4844,1,3,1988,38722868
1,5,1985,1,2,2002,9598505
2,1,1649,0,4,2012,11429100
5,3,1522,0,1,1989,8830407
6,4,2681,1,2,2002,21818050
2,2,3960,1,2,1996,30202831
6,2,4781,0,2,2001,49328293
5,5,2427,1,5,2014,29758394
1,4,2791,1,3,1993,21481029
3,2,3938,1,3,2003,35036784
2,2,4989,0,5,1994,21638383
3,4,2488,0,1,1993,13214507
5,3,1464,1,5,2009,20266117
2,4,1692,0,5,1997,9377253
6,5,4229,1,5,2023,32926381
4,5,1188,0,2,2008,10482591
3,1,3982,1,3,1983,16357224
2,2,638,1,2,2001,4531553
3,4,4341,0,4,1986,35139859
2,3,3392,1,1,1993,35211754
1,4,3286,1,2,1992,26874286
6,1,1050,1,1,2019,10583471
3,5,926,0,2,1998,10970045
4,4,2574,1,2,1995,26122737
4,5,4413,1,1,1998,21602752
5,3,1570,1,1,2010,6941131
2,2,921,0,1,1983,5297878
3,4,1189,1,3,2001,13297716
